date	USD	RUB	BRENT
2009-06-20 00:00:00	150.3	4.82	69.19
2009-06-21 00:00:00	150.3	4.82	69.19
2009-06-22 00:00:00	150.3	4.82	66.98
2009-06-23 00:00:00	150.39	4.81	68.8
2009-06-24 00:00:00	150.43	4.77	68.33
2009-06-25 00:00:00	150.54	4.83	69.78
2009-06-26 00:00:00	150.38	4.82	68.92
2009-06-27 00:00:00	150.42	4.83	68.92
2009-06-28 00:00:00	150.42	4.83	68.92
2009-06-29 00:00:00	150.42	4.83	70.99
2009-06-30 00:00:00	150.41	4.82	69.3
2009-07-01 00:00:00	150.43	4.84	68.79
2009-07-02 00:00:00	150.41	4.83	66.65
2009-07-03 00:00:00	150.33	4.83	65.61
2009-07-04 00:00:00	150.33	4.81	65.61
2009-07-05 00:00:00	150.33	4.81	65.61
2009-07-06 00:00:00	150.33	4.81	64.05
2009-07-07 00:00:00	150.33	4.81	63.23
2009-07-08 00:00:00	0.0	0.0	60.43
2009-07-09 00:00:00	150.62	4.74	61.1
2009-07-10 00:00:00	150.53	4.72	60.52
